bvid,aid,cid,title,up_name,up_mid,duration_seconds,view_count,danmaku_count,reply_count,favorite_count,coin_count,share_count,like_count,his_rank,collect_time
BV1Enpxz5Ef3,115218420078806,33272367686,外观变了，值得买吗？iPhone 17 Pro&Air评测,影视飓风,946974,1815,15366018,685279,184449,306020,863150,272268,961581,1,2026-04-17 13:56:07
